2019/001635,2019,27/11/2019,15:15,BERGAMO S.P. 671 controstrada altezza  Bonini,Tamponamento,4,0,0,0,false,false,false,false,"(45.6761, 9.6597)"
2019/000584,2019,11/05/2019,17:15,BERGAMO S.P. 671 in prossimità della chilometrica3.5,Tamponamento,0,2,0,0,false,false,false,false,"(45.6761, 9.6635)"
2019/001510,2019,07/11/2019,12:20,BERGAMO VIA VERNE all'intersezione semaforizzata con VIA BORGO PALAZZO,Scontro frontale/laterale SX fra veicoli in marcia,1,1,0,0,false,true,false,false,"(45.6886, 9.7056)"
2019/001392,2019,18/10/2019,18:50,BERGAMO VIA PIZZO RECASTELLO all'intersezione con VIA ROVELLI,Scontro laterale fra veicoli in marcia,3,0,0,0,false,false,false,false,"(45.6887, 9.6963)"
2019/001230,2019,25/09/2019,21:20,BERGAMO Circonvallazione delle Valli poco dopo sottopasso di L.go Decorati al V. C.,Scontro laterale fra veicoli in marcia,1,0,0,0,false,false,false,false,"(45.6984, 9.6952)"
2019/000957,2019,27/07/2019,13:35,BERGAMO VIA CERASOLI F. stallo sosta via Cerasoli n.55,Veicolo in marcia contro veicolo in sosta,1,0,0,0,false,false,false,false,"(45.6871, 9.6566)"
2019/000930,2019,23/07/2019,20:10,BERGAMO VIA SAN QUASIMODO interno parco,Infortunio per caduta da veicolo,0,1,0,0,false,true,false,false,"(45.6783, 9.6763)"
2019/000712,2019,06/06/2019,17:15,BERGAMO S.P. 671 in prossimità della chilometrica6.4,Tamponamento,2,0,0,0,false,false,false,false,"(45.6762, 9.6667)"
2019/000663,2019,28/05/2019,18:35,BERGAMO VIA MAZZINI in corrispondenza del civico n.34,Veicolo in marcia contro ostacolo fisso,1,0,0,0,false,false,false,false,"(45.6959, 9.6543)"
